virus	study_strain_name	date	region	country	general_location	ird_strain_name	ird_accession
H3N2	A/Brazil/1619/2008	2008-03-28	SouthAmerica	Brazil	Brazil	A/Brazil/1619/2008	KP457997
H3N2	A/Brazil/1623/2008	2008-03-31	SouthAmerica	Brazil	Brazil	A/Brazil/1623/2008	KP457352
H3N2	A/Brazil/1727/2002	2002-05-23	SouthAmerica	Brazil	Brazil	A/Brazil/1727/2002	KP456387
H3N2	A/Brazil/1732/2002	2002-06-27	SouthAmerica	Brazil	Brazil	A/Brazil/1732/2002	KP459218
H3N2	A/Brazil/1814/2009	2009-05-11	SouthAmerica	Brazil	Brazil	A/Brazil/1814/2009	KP457899
H3N2	A/BRAZIL/2030/2002	2002-07-16	SouthAmerica	Brazil	Brazil	A/Brazil/2030/2002	KP458933
H3N2	A/Brazil/2458/2002	2002-08-09	SouthAmerica	Brazil	Brazil	A/Brazil/2458/2002	KP457198
H3N2	A/BRAZIL/79214/2001	2001-10-11	SouthAmerica	Brazil	Brazil	A/Brazil/79214/2001	KP459219
H3N2	A/BRAZIL/79285/2001	2001-10-22	SouthAmerica	Brazil	Brazil	A/Brazil/79285/2001	KP456646
H3N2	A/Brazil/BR_1898_ORIGINAL/2006	2006-XX-XX	SouthAmerica	Brazil	Brazil	A/Brazil/BR_1898_ORIGINAL/2006	EU502143
H3N2	A/Brazil/BR_IAL_2302/2005	2005-XX-XX	SouthAmerica	Brazil	Brazil	A/Brazil/BR_IAL_2302/2005	EU502146
H3N2	A/Brazil/BR_IAL_2314/2005	2005-XX-XX	SouthAmerica	Brazil	Brazil	A/Brazil/BR_IAL_2314/2005	EU502147
H3N2	A/Brazil/BR_IAL2353_0505_04099_ORIGINAL/2005	2005-XX-XX	SouthAmerica	Brazil	Brazil	A/Brazil/BR_IAL2353_0505_04099_ORIGINAL/2005	EU502148
H3N2	A/Bremen/1/2010	2010-12-17	Europe	Germany	Germany	A/Bremen/1/2010	KP457785
H3N2	A/Bretagne/2248/2010	2010-12-25	Europe	France	France	A/Bretagne/2248/2010	KP456774
H3N2	A/Brisbane/2/2008	2008-01-15	Oceania	Australia	Queensland	A/Brisbane/2/2008	KP458558
H3N2	A/Brisbane/02/2008	2008-01-15	Oceania	Australia	Queensland	A/Brisbane/02/2008	KP458649
H3N2	A/BRISBANE/3/2000	2000-02-18	Oceania	Australia	Queensland	A/Brisbane/3/2000	KP459166
H3N2	A/Brisbane/04/2007	2007-01-18	Oceania	Australia	Queensland	A/Brisbane/04/2007	KP457864
H3N2	A/Brisbane/9/2006	2006-06-22	Oceania	Australia	Queensland	A/Brisbane/9/2006	CY031801
H3N2	A/Brisbane/09/2006	2006-XX-XX	Oceania	Australia	Queensland	A/Brisbane/09/2006	CY121568
H3N2	A/BRISBANE/10/2000	2000-07-25	Oceania	Australia	Queensland	A/Brisbane/10/2000	KP458415
H3N2	A/Brisbane/10/2007	2007-02-06	Oceania	Australia	Queensland	A/Brisbane/10/2007	CY035022
H3N2	A/Brisbane/10/2008	2008-02-24	Oceania	Australia	Queensland	A/Brisbane/10/2008	KP457180
H3N2	A/BRISBANE/11/2000	2000-08-18	Oceania	Australia	Queensland	A/Brisbane/11/2000	KP457565
H3N2	A/Brisbane/11/2006	2006-06-18	Oceania	Australia	Queensland	A/Brisbane/11/2006	EU124063
H3N2	A/Brisbane/11/2010	2010-05-26	Oceania	Australia	Queensland	A/Brisbane/11/2010	KP456824
H3N2	A/Brisbane/24/2008	2008-06-23	Oceania	Australia	Queensland	A/Brisbane/24/2008	KP457548
H3N2	A/BRISBANE/31/2010	2010-07-08	Oceania	Australia	Queensland	A/Brisbane/31/2010	KP457415
H3N2	A/BRISBANE/52/2009	2009-05-18	Oceania	Australia	Queensland	A/Brisbane/52/2009	KP456716
H3N2	A/Brisbane/53/2009	2009-04-28	Oceania	Australia	Queensland	A/Brisbane/53/2009	KP456582
H3N2	A/BRISBANE/54/2009	2009-05-07	Oceania	Australia	Queensland	A/Brisbane/54/2009	KP458123
H3N2	A/BRISBANE/66/2009	2009-06-23	Oceania	Australia	Queensland	A/Brisbane/66/2009	KP457019
H3N2	A/BRISBANE/100/2009	2009-07-10	Oceania	Australia	Queensland	A/Brisbane/100/2009	KP459209
H3N2	A/BRISBANE/122/2010	2010-08-22	Oceania	Australia	Queensland	A/Brisbane/122/2010	KP457252
H3N2	A/Brisbane/210/2010	2010-08-19	Oceania	Australia	Queensland	A/Brisbane/210/2010	KP458119
H3N2	A/BRISBANE/217/2010	2010-08-25	Oceania	Australia	Queensland	A/Brisbane/217/2010	KP458106
H3N2	A/BRISBANE/218/2010	2010-08-28	Oceania	Australia	Queensland	A/Brisbane/218/2010	KP458607
H3N2	A/BRISBANE/219/2010	2010-08-30	Oceania	Australia	Queensland	A/Brisbane/219/2010	KP457863
H3N2	A/Brisbane/220/2010	2010-09-09	Oceania	Australia	Queensland	A/Brisbane/220/2010	KP457195
H3N2	A/Brisbane/233/2006	2006-09-09	Oceania	Australia	Queensland	A/Brisbane/233/2006	CY030220
H3N2	A/BRISBANE/252/2010	2010-09-20	Oceania	Australia	Queensland	A/Brisbane/252/2010	KP458679
H3N2	A/BRISBANE/253/2010	2010-09-19	Oceania	Australia	Queensland	A/Brisbane/253/2010	KP456782
H3N2	A/BRISBANE/258/2010	2010-10-01	Oceania	Australia	Queensland	A/Brisbane/258/2010	KP457672
H3N2	A/BRISBANE/262/2010	2010-09-23	Oceania	Australia	Queensland	A/Brisbane/262/2010	KP457278
H3N2	A/Brisbane/602/2007	2007-08-11	Oceania	Australia	Queensland	A/Brisbane/602/2007	CY031831
H3N2	A/Brussels/S0066/2010	2010-11-09	Europe	Belgium	Belgium	A/Brussels/S0066/2010	KP456715
H3N2	A/Buenos_Aires/722/01	2001-XX-XX	SouthAmerica	Brazil	Brazil	A/Buenos_Aires/722/01	AF534056
H3N2	A/BULGARIA/28/2001	2001-01-15	Europe	Bulgaria	Bulgaria	A/Bulgaria/28/2001	KP458161
H3N2	A/BULGARIA/113/2000	2000-01-31	Europe	Bulgaria	Bulgaria	A/Bulgaria/113/2000	KP456320
H3N2	A/BULGARIA/874/2000	2000-01-31	Europe	Bulgaria	Bulgaria	A/Bulgaria/874/2000	KP457188
H3N2	A/Busan/11/2001	2001-01-22	JapanKorea	SouthKorea	SouthKorea	A/Busan/11/2001	CY054107
H3N2	A/Busan/16/2001	2001-02-08	JapanKorea	SouthKorea	SouthKorea	A/Busan/16/2001	CY054108
H3N2	A/Busan/44/2001	2001-02-22	JapanKorea	SouthKorea	SouthKorea	A/Busan/44/2001	CY054109
H3N2	A/Busan/71/2001	2001-02-22	JapanKorea	SouthKorea	SouthKorea	A/Busan/71/2001	CY054110
H3N2	A/Busan/283/2008	2008-01-09	JapanKorea	SouthKorea	SouthKorea	A/Busan/283/2008	FJ794133
H3N2	A/Busan/805/2004	2004-03-31	JapanKorea	SouthKorea	SouthKorea	A/Busan/805/2004	CY054111
H3N2	A/Busan/2368/2010	2010-09-14	JapanKorea	SouthKorea	SouthKorea	A/Busan/2368/2010	KP457418
H3N2	A/Busan/4297/2008	2008-05-22	JapanKorea	SouthKorea	SouthKorea	A/Busan/4297/2008	KP456702
H3N2	A/CALIFORNIA/4/2000	2000-01-05	USACanada	USA	California	A/California/4/2000	KP456427
H3N2	A/California/7/2006	2006-12-08	USACanada	USA	California	A/California/7/2006	EU100685
H3N2	A/California/10/2008	2008-12-20	USACanada	USA	California	A/California/10/2008	KP456236
H3N2	A/California/2972/2012	2012-03-15	USACanada	USA	California	A/California/2972/2012	CY120857
H3N2	A/California/2996/2012	2012-03-26	USACanada	USA	California	A/California/2996/2012	CY120881
H3N2	A/California/3000/2012	2012-03-29	USACanada	USA	California	A/California/3000/2012	CY120885
H3N2	A/California/3006/2012	2012-04-09	USACanada	USA	California	A/California/3006/2012	CY120891
H3N2	A/California/3007/2012	2012-04-09	USACanada	USA	California	A/California/3007/2012	CY120892
H3N2	A/California/3022/2012	2012-03-08	USACanada	USA	California	A/California/3022/2012	CY120907
H3N2	A/California/3023/2012	2012-03-14	USACanada	USA	California	A/California/3023/2012	CY120908
H3N2	A/California/NHRC0001/2005	2005-11-30	USACanada	USA	California	A/California/NHRC0001/2005	CY091013
H3N2	A/California/NHRC0001/2006	2006-02-21	USACanada	USA	California	A/California/NHRC0001/2006	CY091053
H3N2	A/California/NHRC0001/2007	2007-03-19	USACanada	USA	California	A/California/NHRC0001/2007	CY092241
H3N2	A/California/NHRC0001/2011	2011-01-14	USACanada	USA	California	A/California/NHRC0001/2011	CY091581
H3N2	A/California/NHRC0002/2003	2003-12-16	USACanada	USA	California	A/California/NHRC0002/2003	CY091221
H3N2	A/California/NHRC0002/2005	2005-02-07	USACanada	USA	California	A/California/NHRC0002/2005	CY091429
H3N2	A/California/NHRC0003/2005	2005-10-25	USACanada	USA	California	A/California/NHRC0003/2005	CY091501
H3N2	A/California/NHRC0004/2005	2005-11-02	USACanada	USA	California	A/California/NHRC0004/2005	CY091509
H3N2	A/California/NHRC0004/2011	2011-01-28	USACanada	USA	California	A/California/NHRC0004/2011	CY092273
H3N2	A/California/NHRC0005/2005	2005-11-29	USACanada	USA	California	A/California/NHRC0005/2005	CY091517
H3N2	A/California/NHRC0006/2003	2003-12-10	USACanada	USA	California	A/California/NHRC0006/2003	CY091461
H3N2	A/California/NHRC0006/2005	2005-12-02	USACanada	USA	California	A/California/NHRC0006/2005	CY091525
H3N2	A/California/NHRC0007/2005	2005-11-15	USACanada	USA	California	A/California/NHRC0007/2005	CY091533
H3N2	A/California/NHRC0008/2005	2005-12-05	USACanada	USA	California	A/California/NHRC0008/2005	CY091541
H3N2	A/California/NHRC0009/2005	2005-02-07	USACanada	USA	California	A/California/NHRC0009/2005	CY091549
H3N2	A/California/NHRC0010/2005	2005-02-08	USACanada	USA	California	A/California/NHRC0010/2005	CY092257
H3N2	A/California/UR06_0118/2007	2007-01-29	USACanada	USA	California	A/California/UR06_0118/2007	CY025739
H3N2	A/California/UR06_0588/2007	2007-03-12	USACanada	USA	California	A/California/UR06_0588/2007	CY031563
H3N2	A/California/UR06_0589/2007	2007-03-13	USACanada	USA	California	A/California/UR06_0589/2007	CY026195
H3N2	A/California/UR07_0019/2008	2008-02-13	USACanada	USA	California	A/California/UR07_0019/2008	CY037503
H3N2	A/California/VRDL143/2009	2009-04-27	USACanada	USA	California	A/California/VRDL143/2009	CY064847
H3N2	A/California/VRDL158/2009	2009-04-27	USACanada	USA	California	A/California/VRDL158/2009	CY064887
H3N2	A/California/VRDL169/2009	2009-04-28	USACanada	USA	California	A/California/VRDL169/2009	CY068193
H3N2	A/California/VRDL172/2009	2009-04-28	USACanada	USA	California	A/California/VRDL172/2009	CY068209
H3N2	A/California/VRDL182/2009	2009-04-28	USACanada	USA	California	A/California/VRDL182/2009	CY092329
H3N2	A/California/VRDL184/2009	2009-04-28	USACanada	USA	California	A/California/VRDL184/2009	CY068702
H3N2	A/California/VRDL203/2009	2009-04-28	USACanada	USA	California	A/California/VRDL203/2009	CY068758
H3N2	A/California/VRDL216/2009	2009-04-28	USACanada	USA	California	A/California/VRDL216/2009	CY068249
H3N2	A/California/VRDL231/2009	2009-04-30	USACanada	USA	California	A/California/VRDL231/2009	CY068265
H3N2	A/California/VRDL241/2009	2009-04-29	USACanada	USA	California	A/California/VRDL241/2009	CY067197
H3N2	A/California/VRDL255/2009	2009-04-29	USACanada	USA	California	A/California/VRDL255/2009	CY092369
H3N2	A/California/VRDL265/2009	2009-04-01	USACanada	USA	California	A/California/VRDL265/2009	CY068361
H3N2	A/California/VRDL271/2009	2009-04-30	USACanada	USA	California	A/California/VRDL271/2009	CY068385
H3N2	A/California/VRDL274/2009	2009-04-30	USACanada	USA	California	A/California/VRDL274/2009	CY068401
H3N2	A/California/VRDL279/2009	2009-04-30	USACanada	USA	California	A/California/VRDL279/2009	CY068425
H3N2	A/California/VRDL286/2009	2009-04-30	USACanada	USA	California	A/California/VRDL286/2009	CY067937
H3N2	A/California/VRDL328/2009	2009-05-09	USACanada	USA	California	A/California/VRDL328/2009	CY067961
H3N2	A/California/VRDL340/2009	2009-05-04	USACanada	USA	California	A/California/VRDL340/2009	CY067977
H3N2	A/California/VRDL342/2009	2009-05-20	USACanada	USA	California	A/California/VRDL342/2009	CY067985
H3N2	A/California/VRDL360/2009	2009-06-03	USACanada	USA	California	A/California/VRDL360/2009	CY068065
H3N2	A/CAMBODIA/1/2010	2010-06-21	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/1/2010	KP457343
H3N2	A/Cambodia/7/2005	2005-07-05	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/7/2005	EF566332
H3N2	A/CAMBODIA/7/2009	2009-06-24	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/7/2009	KP456871
H3N2	A/CAMBODIA/12/2009	2009-06-24	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/12/2009	KP458091
H3N2	A/CAMBODIA/15/2009	2009-06-16	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/15/2009	KP458729
H3N2	A/Cambodia/0344/2007	2007-08-03	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/0344/2007	KP459360
H3N2	A/Cambodia/6735/2009	2009-07-06	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/6735/2009	KP458447
H3N2	A/Cambodia/NHRCC00001/2009	2009-10-14	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/NHRCC00001/2009	CY081462
H3N2	A/Cambodia/NHRCC00002/2009	2009-10-14	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/NHRCC00002/2009	CY081470
H3N2	A/Cambodia/NHRCC00003/2009	2009-10-14	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/NHRCC00003/2009	CY081430
H3N2	A/Cambodia/NHRCC00008/2009	2009-10-14	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/NHRCC00008/2009	CY081446
H3N2	A/Cambodia/NHRCC00011/2009	2009-10-15	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/NHRCC00011/2009	CY082992
H3N2	A/Cambodia/P038/2005	2005-08-05	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/P038/2005	FJ865282
H3N2	A/Cambodia/P105/2005	2005-08-05	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/P105/2005	FJ865283
H3N2	A/Cambodia/P106/2005	2005-08-05	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/P106/2005	FJ865284
H3N2	A/Cambodia/Q120/2006	2006-09-20	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/Q120/2006	FJ865285
H3N2	A/Cambodia/Q142/2006	2006-08-29	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/Q142/2006	FJ865286
H3N2	A/Cambodia/Q153/2006	2006-09-14	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/Q153/2006	FJ865287
H3N2	A/Cambodia/Q176/2006	2006-09-15	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/Q176/2006	FJ865288
H3N2	A/Cambodia/Q191/2006	2006-09-06	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/Q191/2006	FJ865289
H3N2	A/Cambodia/Q210/2006	2006-05-10	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/Q210/2006	FJ865290
H3N2	A/Cambodia/Q211/2006	2006-09-11	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/Q211/2006	FJ865291
H3N2	A/Cambodia/Q342/2006	2006-07-27	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/Q342/2006	FJ865292
H3N2	A/Cambodia/R068/2007	2007-08-22	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/R068/2007	FJ865293
H3N2	A/Cambodia/S272/2008	2008-10-13	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/S272/2008	FJ865305
H3N2	A/Cambodia/U307/2010	2010-08-02	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/U307/2010	JN588983
H3N2	A/Cambodia/U403/2010	2010-07-26	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/U403/2010	JN588989
H3N2	A/CANBERRA/2/2010	2010-06-24	Oceania	Australia	Canberra	A/Canberra/2/2010	KP457736
H3N2	A/Canberra/18/2009	2009-06-30	Oceania	Australia	Canberra	A/Canberra/18/2009	KP457562
H3N2	A/CANBERRA/20/2009	2009-07-14	Oceania	Australia	Canberra	A/Canberra/20/2009	KP458293
H3N2	A/Canterbury/01/2002	2002-04-26	Oceania	NewZealand	NewZealand	A/Canterbury/01/2002	CY007587
H3N2	A/Canterbury/2/2000	2000-01-20	Oceania	NewZealand	NewZealand	A/Canterbury/2/2000	CY009116
H3N2	A/Canterbury/04/2002	2002-04-12	Oceania	NewZealand	NewZealand	A/Canterbury/04/2002	CY008003
H3N2	A/Canterbury/06/2001	2001-04-17	Oceania	NewZealand	NewZealand	A/Canterbury/06/2001	CY009948
H3N2	A/Canterbury/06/2002	2002-04-19	Oceania	NewZealand	NewZealand	A/Canterbury/06/2002	CY008260
H3N2	A/Canterbury/07/2001	2001-05-09	Oceania	NewZealand	NewZealand	A/Canterbury/07/2001	CY009556
H3N2	A/Canterbury/10/2001	2001-06-07	Oceania	NewZealand	NewZealand	A/Canterbury/10/2001	CY009396
H3N2	A/Canterbury/11/2004	2004-08-04	Oceania	NewZealand	NewZealand	A/Canterbury/11/2004	CY007339
H3N2	A/Canterbury/13/2002	2002-04-19	Oceania	NewZealand	NewZealand	A/Canterbury/13/2002	CY008011
H3N2	A/Canterbury/14/2002	2002-05-02	Oceania	NewZealand	NewZealand	A/Canterbury/14/2002	CY007843
H3N2	A/Canterbury/16/2005	2005-05-20	Oceania	NewZealand	NewZealand	A/Canterbury/16/2005	CY007955
H3N2	A/Canterbury/18/2004	2004-08-15	Oceania	NewZealand	NewZealand	A/Canterbury/18/2004	CY007371
H3N2	A/Canterbury/19/2004	2004-08-17	Oceania	NewZealand	NewZealand	A/Canterbury/19/2004	CY007379
H3N2	A/Canterbury/20/2005	2005-05-24	Oceania	NewZealand	NewZealand	A/Canterbury/20/2005	CY008340
H3N2	A/Canterbury/21/2004	2004-08-18	Oceania	NewZealand	NewZealand	A/Canterbury/21/2004	CY007395
H3N2	A/Canterbury/24/2004	2004-08-11	Oceania	NewZealand	NewZealand	A/Canterbury/24/2004	CY007411
H3N2	A/Canterbury/24/2005	2005-05-04	Oceania	NewZealand	NewZealand	A/Canterbury/24/2005	CY008043
H3N2	A/Canterbury/29/2005	2005-05-27	Oceania	NewZealand	NewZealand	A/Canterbury/29/2005	CY008051
H3N2	A/Canterbury/38/2000	2000-08-27	Oceania	NewZealand	NewZealand	A/Canterbury/38/2000	CY008484
H3N2	A/Canterbury/47/2002	2002-06-08	Oceania	NewZealand	NewZealand	A/Canterbury/47/2002	CY007691
H3N2	A/Canterbury/50/2001	2001-07-12	Oceania	NewZealand	NewZealand	A/Canterbury/50/2001	CY009580
H3N2	A/Canterbury/53/2002	2002-06-10	Oceania	NewZealand	NewZealand	A/Canterbury/53/2002	CY007723
H3N2	A/Canterbury/56/2002	2002-06-25	Oceania	NewZealand	NewZealand	A/Canterbury/56/2002	CY007731
H3N2	A/Canterbury/57/2002	2002-06-27	Oceania	NewZealand	NewZealand	A/Canterbury/57/2002	CY008035
H3N2	A/Canterbury/58/2000	2000-09-05	Oceania	NewZealand	NewZealand	A/Canterbury/58/2000	CY009148
H3N2	A/Canterbury/58/2002	2002-06-25	Oceania	NewZealand	NewZealand	A/Canterbury/58/2002	CY007923
H3N2	A/Canterbury/59/2002	2002-07-02	Oceania	NewZealand	NewZealand	A/Canterbury/59/2002	CY007739
H3N2	A/Canterbury/60/2002	2002-06-30	Oceania	NewZealand	NewZealand	A/Canterbury/60/2002	CY008292
H3N2	A/Canterbury/61/2000	2000-09-06	Oceania	NewZealand	NewZealand	A/Canterbury/61/2000	CY009164
H3N2	A/Canterbury/62/2002	2002-07-01	Oceania	NewZealand	NewZealand	A/Canterbury/62/2002	CY008308
H3N2	A/Canterbury/64/2002	2002-07-02	Oceania	NewZealand	NewZealand	A/Canterbury/64/2002	CY008316
H3N2	A/Canterbury/64/2005	2005-06-18	Oceania	NewZealand	NewZealand	A/Canterbury/64/2005	CY008348
H3N2	A/Canterbury/67/2000	2000-09-08	Oceania	NewZealand	NewZealand	A/Canterbury/67/2000	CY009156
H3N2	A/Canterbury/68/2000	2000-09-08	Oceania	NewZealand	NewZealand	A/Canterbury/68/2000	CY008756
H3N2	A/Canterbury/68/2002	2002-07-05	Oceania	NewZealand	NewZealand	A/Canterbury/68/2002	CY007747
H3N2	A/Canterbury/69/2002	2002-07-06	Oceania	NewZealand	NewZealand	A/Canterbury/69/2002	CY007755
H3N2	A/Canterbury/72/2002	2002-07-06	Oceania	NewZealand	NewZealand	A/Canterbury/72/2002	CY007939
H3N2	A/Canterbury/75/2000	2000-09-14	Oceania	NewZealand	NewZealand	A/Canterbury/75/2000	CY016403
H3N2	A/Canterbury/79/2002	2002-07-09	Oceania	NewZealand	NewZealand	A/Canterbury/79/2002	CY007947
H3N2	A/Canterbury/80/2000	2000-09-21	Oceania	NewZealand	NewZealand	A/Canterbury/80/2000	CY008780
H3N2	A/Canterbury/80/2002	2002-07-11	Oceania	NewZealand	NewZealand	A/Canterbury/80/2002	CY007771
H3N2	A/Canterbury/81/2000	2000-09-21	Oceania	NewZealand	NewZealand	A/Canterbury/81/2000	CY008788
H3N2	A/Canterbury/81/2002	2002-07-09	Oceania	NewZealand	NewZealand	A/Canterbury/81/2002	CY007779
H3N2	A/Canterbury/85/2000	2000-09-22	Oceania	NewZealand	NewZealand	A/Canterbury/85/2000	CY008804
H3N2	A/Canterbury/87/2000	2000-08-31	Oceania	NewZealand	NewZealand	A/Canterbury/87/2000	CY009076
H3N2	A/Canterbury/89/2000	2000-10-03	Oceania	NewZealand	NewZealand	A/Canterbury/89/2000	CY008820
H3N2	A/Canterbury/90/2000	2000-10-07	Oceania	NewZealand	NewZealand	A/Canterbury/90/2000	CY008860
H3N2	A/Canterbury/92/2000	2000-10-12	Oceania	NewZealand	NewZealand	A/Canterbury/92/2000	CY009092
H3N2	A/Canterbury/93/2000	2000-10-16	Oceania	NewZealand	NewZealand	A/Canterbury/93/2000	CY008828
H3N2	A/Canterbury/96/2000	2000-10-25	Oceania	NewZealand	NewZealand	A/Canterbury/96/2000	CY009084
H3N2	A/Canterbury/97/2000	2000-10-25	Oceania	NewZealand	NewZealand	A/Canterbury/97/2000	CY012432
H3N2	A/Canterbury/98/2000	2000-10-20	Oceania	NewZealand	NewZealand	A/Canterbury/98/2000	CY008852
H3N2	A/Canterbury/101/2000	2000-10-31	Oceania	NewZealand	NewZealand	A/Canterbury/101/2000	CY008844
H3N2	A/Canterbury/101/2004	2004-09-09	Oceania	NewZealand	NewZealand	A/Canterbury/101/2004	CY007427
H3N2	A/Canterbury/102/2002	2002-05-23	Oceania	NewZealand	NewZealand	A/Canterbury/102/2002	CY007787
H3N2	A/Canterbury/103/2000	2000-11-29	Oceania	NewZealand	NewZealand	A/Canterbury/103/2000	CY008836
H3N2	A/Canterbury/103/2004	2004-09-09	Oceania	NewZealand	NewZealand	A/Canterbury/103/2004	CY007443
H3N2	A/Canterbury/104/2004	2004-09-07	Oceania	NewZealand	NewZealand	A/Canterbury/104/2004	CY007451
H3N2	A/Canterbury/104/2005	2005-06-27	Oceania	NewZealand	NewZealand	A/Canterbury/104/2005	CY008356
H3N2	A/Canterbury/105/2004	2004-09-07	Oceania	NewZealand	NewZealand	A/Canterbury/105/2004	CY007459
H3N2	A/Canterbury/105/2005	2005-06-27	Oceania	NewZealand	NewZealand	A/Canterbury/105/2005	CY008556
H3N2	A/Canterbury/107/2004	2004-09-12	Oceania	NewZealand	NewZealand	A/Canterbury/107/2004	CY007475
H3N2	A/Canterbury/108/2004	2004-09-12	Oceania	NewZealand	NewZealand	A/Canterbury/108/2004	CY007987
H3N2	A/Canterbury/127/2005	2005-07-02	Oceania	NewZealand	NewZealand	A/Canterbury/127/2005	CY008067
H3N2	A/Canterbury/140/2001	2001-08-10	Oceania	NewZealand	NewZealand	A/Canterbury/140/2001	CY009588
H3N2	A/Canterbury/149/2001	2001-08-13	Oceania	NewZealand	NewZealand	A/Canterbury/149/2001	CY009436
H3N2	A/Canterbury/166/2005	2005-07-08	Oceania	NewZealand	NewZealand	A/Canterbury/166/2005	CY008083
H3N2	A/Canterbury/186/2005	2005-07-11	Oceania	NewZealand	NewZealand	A/Canterbury/186/2005	CY008364
H3N2	A/Canterbury/200/2004	2004-09-16	Oceania	NewZealand	NewZealand	A/Canterbury/200/2004	CY096843
H3N2	A/Canterbury/201/2004	2004-09-16	Oceania	NewZealand	NewZealand	A/Canterbury/201/2004	CY007483
H3N2	A/Canterbury/204/2005	2005-07-18	Oceania	NewZealand	NewZealand	A/Canterbury/204/2005	CY008372
H3N2	A/Canterbury/207/2004	2004-09-21	Oceania	NewZealand	NewZealand	A/Canterbury/207/2004	CY007515
H3N2	A/Canterbury/208/2004	2004-09-22	Oceania	NewZealand	NewZealand	A/Canterbury/208/2004	CY007523
H3N2	A/Canterbury/210/2004	2004-09-22	Oceania	NewZealand	NewZealand	A/Canterbury/210/2004	CY007539
H3N2	A/Canterbury/212/2005	2005-07-20	Oceania	NewZealand	NewZealand	A/Canterbury/212/2005	CY008099
H3N2	A/Canterbury/235/2005	2005-07-28	Oceania	NewZealand	NewZealand	A/Canterbury/235/2005	CY008396
H3N2	A/Canterbury/248/2005	2005-08-03	Oceania	NewZealand	NewZealand	A/Canterbury/248/2005	CY008588
H3N2	A/Canterbury/253/2005	2005-08-22	Oceania	NewZealand	NewZealand	A/Canterbury/253/2005	CY008604
H3N2	A/Canterbury/256/2005	2005-08-31	Oceania	NewZealand	NewZealand	A/Canterbury/256/2005	CY008620
H3N2	A/Canterbury/258/2005	2005-08-16	Oceania	NewZealand	NewZealand	A/Canterbury/258/2005	CY008636
H3N2	A/Canterbury/259/2005	2005-08-01	Oceania	NewZealand	NewZealand	A/Canterbury/259/2005	CY008107
H3N2	A/Canterbury/260/2005	2005-09-02	Oceania	NewZealand	NewZealand	A/Canterbury/260/2005	CY008436
H3N2	A/Canterbury/303/2004	2004-09-25	Oceania	NewZealand	NewZealand	A/Canterbury/303/2004	CY007547
H3N2	A/Canterbury/308/2004	2004-10-06	Oceania	NewZealand	NewZealand	A/Canterbury/308/2004	CY008228
H3N2	A/Canterbury/313/2004	2004-10-12	Oceania	NewZealand	NewZealand	A/Canterbury/313/2004	CY007571
H3N2	A/Canterbury/315/2004	2004-09-28	Oceania	NewZealand	NewZealand	A/Canterbury/315/2004	CY007579
H3N2	A/Canterbury/386/2003	2003-07-16	Oceania	NewZealand	NewZealand	A/Canterbury/386/2003	CY006939
H3N2	A/Canterbury/390/2003	2003-07-08	Oceania	NewZealand	NewZealand	A/Canterbury/390/2003	CY006955
H3N2	A/Canterbury/391/2003	2003-08-19	Oceania	NewZealand	NewZealand	A/Canterbury/391/2003	CY006963
H3N2	A/Canterbury/392/2003	2003-08-17	Oceania	NewZealand	NewZealand	A/Canterbury/392/2003	CY006971
H3N2	A/Canterbury/395/2003	2003-07-26	Oceania	NewZealand	NewZealand	A/Canterbury/395/2003	CY006995
H3N2	A/Canterbury/397/2003	2003-08-18	Oceania	NewZealand	NewZealand	A/Canterbury/397/2003	CY007003
H3N2	A/Canterbury/398/2003	2003-08-14	Oceania	NewZealand	NewZealand	A/Canterbury/398/2003	CY007011
H3N2	A/Canterbury/400/2003	2003-07-05	Oceania	NewZealand	NewZealand	A/Canterbury/400/2003	CY009020
H3N2	A/Canterbury/401/2003	2003-07-05	Oceania	NewZealand	NewZealand	A/Canterbury/401/2003	CY007027
